Custid,Dayswus,Age,Edu,Income,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,YearsAsCustomer,logIncome,logLTV,FrequencyScore,RecencyScore,MonetaryScore,RFM
9404,1123.0,64.0,20.0,90056.0,30.0,44.0,1469.0,462.0,14.0,83.0,1.0,15.0,1.0,0.0,3.0,31.0,6.0,3.1,11.40818697803464,6.135564891081739,4,3,4,11
9405,870.0,40.0,19.0,72335.0,2.0,44.0,34.0,1.0,44.0,71.0,0.0,25.0,2.0,2.0,14.0,56.0,5.0,2.4,11.18906338506369,0.0,1,3,1,5
9406,1004.0,73.0,19.0,97033.0,30.0,42.0,1469.0,524.0,3.0,69.0,2.0,28.0,1.0,0.0,1.0,14.0,3.0,2.8,11.482806405814085,6.261491684321042,4,3,4,11
9407,938.0,27.0,19.0,40467.0,3.0,19.0,47.0,4.0,38.0,31.0,2.0,53.0,6.0,8.0,5.0,84.0,9.0,2.6,10.608242106137789,1.3862943611198906,1,4,1,6
9408,1174.0,39.0,19.0,38630.0,9.0,59.0,258.0,70.0,19.0,80.0,0.0,18.0,1.0,1.0,5.0,52.0,8.0,3.2,10.561784455660327,4.248495242049359,2,2,2,6
9409,821.0,43.0,15.0,62678.0,11.0,89.0,349.0,59.0,32.0,49.0,13.0,21.0,13.0,3.0,26.0,29.0,4.0,2.2,11.045765787856224,4.07753744390572,2,1,2,5
9410,680.0,44.0,18.0,77039.0,18.0,91.0,717.0,28.0,45.0,67.0,3.0,27.0,1.0,2.0,21.0,58.0,7.0,1.9,11.252067066117773,3.332204510175204,3,1,3,7
9411,608.0,71.0,15.0,104873.0,15.0,44.0,540.0,83.0,30.0,48.0,16.0,31.0,4.0,2.0,4.0,43.0,4.0,1.7,11.560505373265855,4.418840607796598,3,3,3,9
9412,1183.0,21.0,15.0,27371.0,2.0,34.0,35.0,0.0,50.0,10.0,23.0,30.0,13.0,24.0,73.0,65.0,8.0,3.2,10.21723933772096,0.0,1,3,1,5
9413,592.0,70.0,14.0,86668.0,21.0,27.0,896.0,386.0,4.0,21.0,16.0,50.0,10.0,4.0,18.0,18.0,2.0,1.6,11.369840005826598,5.955837369464831,3,3,3,9
9414,558.0,19.0,13.0,41494.0,3.0,16.0,64.0,7.0,24.0,18.0,22.0,14.0,5.0,40.0,41.0,48.0,5.0,1.5,10.633304117453084,1.9459101490553132,1,4,1,6
9415,622.0,52.0,16.0,77524.0,6.0,19.0,148.0,6.0,44.0,94.0,0.0,4.0,1.0,1.0,6.0,57.0,6.0,1.7,11.258342844820639,1.791759469228055,2,4,2,8
9416,958.0,35.0,19.0,56698.0,5.0,25.0,118.0,-29.0,75.0,85.0,0.0,14.0,0.0,0.0,4.0,61.0,7.0,2.6,10.945494215725116,0.0,2,4,2,8
9417,737.0,58.0,19.0,76923.0,16.0,30.0,603.0,92.0,25.0,65.0,3.0,29.0,3.0,0.0,19.0,36.0,4.0,2.0,11.250560200502237,4.5217885770490405,3,3,3,9
9418,1210.0,31.0,20.0,44218.0,7.0,1.0,185.0,20.0,29.0,59.0,10.0,29.0,1.0,1.0,7.0,53.0,8.0,3.3,10.696887224985165,2.995732273553991,2,4,2,8
9419,575.0,38.0,14.0,47651.0,2.0,93.0,36.0,-9.0,83.0,79.0,1.0,15.0,3.0,2.0,13.0,55.0,6.0,1.6,10.771658895221004,0.0,1,1,1,3
9420,972.0,73.0,17.0,112578.0,36.0,86.0,1851.0,564.0,2.0,47.0,3.0,44.0,3.0,4.0,2.0,10.0,2.0,2.7,11.63140159371543,6.335054251498059,4,1,4,9
9421,807.0,24.0,17.0,35950.0,4.0,9.0,93.0,-4.0,54.0,43.0,25.0,25.0,2.0,5.0,12.0,49.0,7.0,2.2,10.489884363149192,0.0,1,4,2,7
9422,587.0,67.0,19.0,100755.0,22.0,58.0,954.0,283.0,6.0,62.0,6.0,23.0,4.0,5.0,2.0,57.0,6.0,1.6,11.520447106369074,5.645446897643238,3,2,3,8
9423,993.0,41.0,19.0,58030.0,6.0,32.0,150.0,-39.0,85.0,90.0,1.0,9.0,0.0,0.0,23.0,61.0,8.0,2.7,10.968715397184654,0.0,2,3,2,7
9424,1243.0,33.0,20.0,49037.0,4.0,63.0,74.0,-11.0,83.0,40.0,6.0,46.0,2.0,6.0,6.0,76.0,9.0,3.4,10.800330394187467,0.0,1,2,2,5
9425,753.0,37.0,15.0,50283.0,1.0,213.0,16.0,-4.0,83.0,46.0,1.0,35.0,8.0,10.0,84.0,49.0,5.0,2.1,10.825422326795367,0.0,1,1,1,3
9426,1190.0,62.0,17.0,83199.0,17.0,39.0,651.0,152.0,21.0,62.0,5.0,23.0,7.0,3.0,27.0,34.0,5.0,3.3,11.328990607506299,5.0238805208462765,3,3,3,9
9427,1205.0,38.0,19.0,58301.0,7.0,62.0,180.0,17.0,38.0,65.0,6.0,23.0,1.0,5.0,49.0,56.0,7.0,3.3,10.97337452485014,2.833213344056216,2,2,2,6
9428,1047.0,54.0,17.0,81194.0,21.0,73.0,895.0,261.0,12.0,77.0,2.0,19.0,1.0,1.0,6.0,59.0,7.0,2.9,11.304596631794032,5.564520407322694,3,2,3,8
9429,1035.0,63.0,14.0,76019.0,21.0,63.0,896.0,194.0,20.0,66.0,7.0,22.0,3.0,2.0,18.0,33.0,7.0,2.8,11.238738588023676,5.267858159063328,3,2,3,8
9430,907.0,62.0,17.0,87765.0,17.0,60.0,657.0,134.0,19.0,47.0,9.0,22.0,9.0,14.0,8.0,34.0,4.0,2.5,11.382418066890446,4.897839799950911,3,2,3,8
9431,1043.0,50.0,15.0,76766.0,21.0,62.0,897.0,161.0,26.0,80.0,2.0,13.0,3.0,3.0,9.0,46.0,7.0,2.9,11.248517112778163,5.081404364984463,3,2,3,8
9432,859.0,19.0,13.0,26955.0,1.0,434.0,11.0,-2.0,86.0,9.0,10.0,23.0,30.0,28.0,37.0,63.0,7.0,2.4,10.20192408788577,0.0,1,1,1,3
9433,732.0,78.0,16.0,108327.0,34.0,87.0,1734.0,597.0,1.0,23.0,11.0,31.0,27.0,9.0,21.0,13.0,1.0,2.0,11.592909709396361,6.391917113392602,4,1,4,9
9434,908.0,35.0,17.0,39654.0,2.0,78.0,41.0,-10.0,79.0,61.0,5.0,29.0,2.0,3.0,28.0,55.0,8.0,2.5,10.587947104698507,0.0,1,2,1,4
9435,829.0,68.0,15.0,101929.0,24.0,2.0,1080.0,467.0,4.0,40.0,5.0,29.0,2.0,24.0,4.0,11.0,2.0,2.3,11.532031771459962,6.1463292576688975,3,4,4,11
9436,1186.0,33.0,14.0,50856.0,11.0,27.0,345.0,-22.0,62.0,43.0,4.0,33.0,9.0,11.0,15.0,49.0,7.0,3.2,10.836753388616245,0.0,2,3,2,7
9437,881.0,30.0,15.0,29769.0,2.0,94.0,21.0,-2.0,67.0,27.0,22.0,41.0,6.0,4.0,26.0,49.0,5.0,2.4,10.301222862582351,0.0,1,1,1,3
9438,1248.0,56.0,16.0,83813.0,16.0,72.0,590.0,-28.0,57.0,22.0,11.0,22.0,22.0,23.0,16.0,22.0,3.0,3.4,11.33634340570348,0.0,3,2,3,8
9439,878.0,20.0,14.0,21054.0,3.0,22.0,36.0,-7.0,86.0,12.0,26.0,44.0,5.0,12.0,17.0,60.0,7.0,2.4,9.95484584481127,0.0,1,4,1,6
9440,557.0,46.0,16.0,64813.0,1.0,420.0,19.0,5.0,5.0,62.0,7.0,21.0,7.0,3.0,34.0,61.0,5.0,1.5,11.07926147950336,1.6094379124341003,1,1,1,3
9441,677.0,75.0,19.0,110227.0,29.0,95.0,1404.0,825.0,2.0,68.0,2.0,28.0,1.0,1.0,1.0,15.0,2.0,1.9,11.61029715476554,6.715383386334681,4,1,4,9
9442,1031.0,31.0,18.0,56391.0,4.0,87.0,93.0,-21.0,89.0,47.0,6.0,46.0,0.0,1.0,5.0,64.0,9.0,2.8,10.940064850284704,0.0,1,1,2,4
9443,554.0,30.0,20.0,49782.0,2.0,78.0,36.0,-3.0,66.0,70.0,0.0,28.0,1.0,1.0,3.0,71.0,8.0,1.5,10.81540875189234,0.0,1,2,1,4
9444,814.0,30.0,17.0,34630.0,4.0,48.0,42.0,-7.0,82.0,32.0,11.0,40.0,10.0,6.0,29.0,58.0,6.0,2.2,10.452475637396468,0.0,1,3,1,5
9445,643.0,65.0,20.0,98472.0,33.0,83.0,1663.0,983.0,1.0,77.0,1.0,20.0,1.0,1.0,5.0,17.0,3.0,1.8,11.497527522790131,6.890609120147166,4,1,4,9
9446,662.0,33.0,18.0,53655.0,3.0,85.0,56.0,5.0,35.0,72.0,5.0,20.0,1.0,2.0,12.0,56.0,5.0,1.8,10.890329940361228,1.6094379124341003,1,1,1,3
9447,1150.0,56.0,15.0,68925.0,6.0,15.0,154.0,67.0,13.0,24.0,15.0,33.0,8.0,20.0,66.0,25.0,2.0,3.2,11.140774235891998,4.204692619390966,2,4,2,8
9448,1166.0,36.0,17.0,52206.0,7.0,23.0,182.0,-3.0,52.0,40.0,13.0,21.0,9.0,17.0,5.0,30.0,4.0,3.2,10.86295270979408,0.0,2,4,2,8
9449,884.0,69.0,14.0,98621.0,25.0,10.0,1148.0,329.0,7.0,60.0,7.0,29.0,1.0,2.0,8.0,42.0,5.0,2.4,11.499039499657757,5.796057750765372,4,4,4,12
9450,1161.0,64.0,17.0,111970.0,44.0,26.0,2350.0,740.0,5.0,76.0,2.0,19.0,3.0,1.0,1.0,41.0,8.0,3.2,11.625986257254242,6.606650186198215,4,4,4,12
9451,1049.0,65.0,16.0,104525.0,33.0,13.0,1660.0,839.0,1.0,18.0,16.0,42.0,10.0,14.0,10.0,13.0,2.0,2.9,11.557181556224766,6.732210706467206,4,4,4,12
9452,813.0,37.0,16.0,64090.0,4.0,26.0,91.0,-7.0,62.0,77.0,1.0,17.0,1.0,4.0,6.0,69.0,8.0,2.2,11.068043624498273,0.0,1,4,2,7
9453,772.0,32.0,19.0,44372.0,4.0,35.0,52.0,-16.0,90.0,47.0,7.0,39.0,2.0,5.0,9.0,48.0,6.0,2.1,10.70036391885855,0.0,1,3,1,5
9454,1120.0,46.0,15.0,63603.0,9.0,41.0,258.0,-56.0,76.0,87.0,1.0,11.0,1.0,1.0,11.0,74.0,9.0,3.1,11.060415918027074,0.0,2,3,2,7
9455,870.0,35.0,15.0,70460.0,20.0,7.0,835.0,238.0,13.0,46.0,3.0,35.0,12.0,5.0,76.0,42.0,6.0,2.4,11.16280045189523,5.472270673671475,3,4,3,10
9456,1054.0,27.0,19.0,44645.0,5.0,27.0,117.0,-9.0,65.0,45.0,6.0,39.0,4.0,6.0,24.0,61.0,8.0,2.9,10.706497597951318,0.0,2,3,2,7
9457,918.0,26.0,16.0,52022.0,6.0,57.0,148.0,-12.0,65.0,57.0,2.0,37.0,2.0,2.0,15.0,63.0,7.0,2.5,10.859421985014835,0.0,2,2,2,6
9458,929.0,67.0,18.0,105091.0,29.0,46.0,1412.0,614.0,1.0,20.0,11.0,47.0,11.0,11.0,8.0,21.0,2.0,2.5,11.562581920467618,6.419994928147142,4,3,4,11
9459,756.0,21.0,15.0,32942.0,6.0,94.0,153.0,32.0,27.0,42.0,9.0,22.0,15.0,12.0,74.0,32.0,6.0,2.1,10.40250371834262,3.4657359027997265,2,1,2,5
9460,1238.0,44.0,19.0,56337.0,8.0,31.0,223.0,-29.0,70.0,57.0,9.0,24.0,6.0,5.0,5.0,41.0,6.0,3.4,10.939106791876316,0.0,2,3,2,7
9461,999.0,61.0,14.0,87438.0,20.0,30.0,830.0,60.0,44.0,35.0,6.0,15.0,21.0,23.0,6.0,30.0,5.0,2.7,11.378685249761752,4.0943445622221,3,3,3,9
9462,1212.0,54.0,16.0,64417.0,18.0,31.0,703.0,121.0,27.0,83.0,1.0,15.0,0.0,1.0,7.0,35.0,5.0,3.3,11.073132852412414,4.795790545596741,3,3,3,9
9463,626.0,73.0,17.0,95076.0,27.0,35.0,1273.0,479.0,2.0,62.0,2.0,32.0,1.0,3.0,4.0,22.0,3.0,1.7,11.462431850753243,6.171700597410915,4,3,4,11
9464,1141.0,28.0,15.0,64161.0,12.0,69.0,383.0,44.0,28.0,22.0,7.0,46.0,9.0,16.0,47.0,63.0,8.0,3.1,11.069150828453848,3.784189633918261,2,2,2,6
9465,1019.0,29.0,19.0,54670.0,14.0,11.0,493.0,216.0,8.0,25.0,27.0,29.0,11.0,9.0,18.0,43.0,6.0,2.8,10.909070391889045,5.375278407684165,3,4,3,10
9466,1010.0,71.0,14.0,104701.0,27.0,62.0,1278.0,480.0,1.0,16.0,8.0,49.0,5.0,22.0,12.0,13.0,1.0,2.8,11.558863947911393,6.173786103901937,4,2,4,10
9467,705.0,23.0,16.0,28722.0,4.0,52.0,35.0,-12.0,83.0,38.0,11.0,24.0,13.0,14.0,50.0,56.0,5.0,1.9,10.265418658620565,0.0,1,3,1,5
9468,584.0,57.0,16.0,86296.0,19.0,47.0,778.0,151.0,19.0,39.0,0.0,36.0,6.0,19.0,2.0,43.0,6.0,1.6,11.365538526055264,5.017279836814924,3,3,3,9
9469,970.0,48.0,15.0,69602.0,9.0,32.0,257.0,30.0,38.0,84.0,2.0,13.0,1.0,0.0,4.0,42.0,5.0,2.7,11.150548581541834,3.4011973816621555,2,3,2,7
9470,1126.0,60.0,15.0,99480.0,27.0,42.0,1282.0,508.0,3.0,34.0,2.0,47.0,8.0,9.0,9.0,26.0,3.0,3.1,11.507711897917341,6.230481447578482,4,3,4,11
9471,565.0,63.0,19.0,92377.0,21.0,41.0,899.0,227.0,18.0,75.0,7.0,15.0,0.0,3.0,1.0,35.0,5.0,1.5,11.433633308895693,5.424950017481403,3,3,3,9
9472,818.0,45.0,18.0,70854.0,1.0,257.0,19.0,0.0,53.0,76.0,1.0,20.0,2.0,1.0,23.0,52.0,5.0,2.2,11.168376700829336,0.0,1,1,1,3
9473,1230.0,78.0,18.0,117462.0,47.0,24.0,2529.0,887.0,3.0,76.0,0.0,19.0,0.0,5.0,3.0,56.0,9.0,3.4,11.673870156004599,6.787844982309579,4,4,4,12
9474,810.0,73.0,17.0,104673.0,33.0,34.0,1661.0,530.0,2.0,45.0,7.0,34.0,6.0,7.0,2.0,8.0,1.0,2.2,11.558596483945792,6.272877006546167,4,3,4,11
9475,1013.0,26.0,18.0,56061.0,15.0,49.0,540.0,-13.0,55.0,47.0,4.0,37.0,7.0,5.0,7.0,52.0,8.0,2.8,10.934195662590366,0.0,3,3,3,9
9476,678.0,73.0,19.0,111596.0,25.0,95.0,1140.0,341.0,1.0,50.0,4.0,41.0,3.0,2.0,3.0,10.0,1.0,1.9,11.62264048599309,5.831882477283517,4,1,4,9
9477,1097.0,18.0,12.0,32371.0,6.0,6.0,153.0,21.0,15.0,11.0,24.0,14.0,10.0,41.0,71.0,60.0,8.0,3.0,10.385018239245094,3.044522437723423,2,4,2,8
9478,968.0,74.0,18.0,114745.0,29.0,22.0,1410.0,615.0,1.0,32.0,9.0,34.0,16.0,9.0,0.0,11.0,1.0,2.7,11.650467553988712,6.421622267806518,4,4,4,12
9479,753.0,25.0,17.0,42641.0,5.0,76.0,120.0,-22.0,70.0,67.0,9.0,19.0,5.0,1.0,71.0,34.0,5.0,2.1,10.660571510722328,0.0,2,2,2,6
9480,1095.0,35.0,15.0,57651.0,7.0,21.0,183.0,-35.0,76.0,60.0,3.0,33.0,2.0,2.0,18.0,54.0,7.0,3.0,10.962162871600537,0.0,2,4,2,8
9481,1146.0,46.0,19.0,60275.0,8.0,64.0,217.0,-18.0,64.0,94.0,0.0,5.0,0.0,0.0,1.0,42.0,6.0,3.1,11.006672703049372,0.0,2,2,2,6
9482,1095.0,29.0,19.0,28470.0,3.0,91.0,52.0,-11.0,79.0,48.0,2.0,47.0,1.0,2.0,14.0,53.0,7.0,3.0,10.256606180272083,0.0,1,1,1,3
9483,647.0,62.0,16.0,93956.0,12.0,38.0,387.0,108.0,8.0,52.0,9.0,21.0,6.0,12.0,40.0,43.0,4.0,1.8,11.450581866559727,4.68213122712422,2,3,3,8
9484,792.0,62.0,15.0,104103.0,22.0,41.0,962.0,531.0,4.0,34.0,31.0,29.0,1.0,5.0,29.0,23.0,3.0,2.2,11.55313607263162,6.274762021241939,3,3,3,9
9485,581.0,67.0,17.0,110074.0,29.0,51.0,1399.0,611.0,1.0,30.0,7.0,41.0,5.0,16.0,5.0,25.0,2.0,1.6,11.608908145867721,6.415096959171596,4,3,4,11
9486,1159.0,23.0,17.0,31942.0,3.0,47.0,49.0,1.0,43.0,5.0,3.0,38.0,31.0,23.0,33.0,52.0,6.0,3.2,10.371677037216255,0.0,1,3,1,5
9487,1026.0,39.0,19.0,51087.0,3.0,55.0,65.0,-17.0,79.0,66.0,1.0,30.0,2.0,1.0,13.0,57.0,8.0,2.8,10.841285340694714,0.0,1,2,2,5
9488,709.0,39.0,15.0,64259.0,9.0,53.0,253.0,-31.0,69.0,42.0,11.0,27.0,16.0,3.0,2.0,44.0,6.0,1.9,11.070677070768497,0.0,2,2,2,6
9489,623.0,25.0,17.0,33466.0,1.0,288.0,10.0,-1.0,68.0,48.0,10.0,25.0,3.0,14.0,6.0,52.0,4.0,1.7,10.418285277054519,0.0,1,1,1,3
9490,1118.0,70.0,18.0,112926.0,46.0,61.0,2469.0,1420.0,1.0,49.0,7.0,34.0,2.0,8.0,7.0,36.0,6.0,3.1,11.634488015918619,7.258412150595307,4,2,4,10
9491,1234.0,31.0,19.0,52208.0,13.0,64.0,431.0,38.0,34.0,48.0,2.0,44.0,0.0,5.0,5.0,64.0,9.0,3.4,10.862991018833101,3.6375861597263857,3,2,3,8
9492,762.0,76.0,19.0,110971.0,28.0,86.0,1345.0,398.0,1.0,66.0,2.0,29.0,1.0,2.0,3.0,26.0,4.0,2.1,11.617024184898542,5.986452005284438,4,1,4,9
9493,1234.0,71.0,15.0,117391.0,50.0,52.0,2707.0,1588.0,0.0,41.0,6.0,38.0,2.0,13.0,2.0,13.0,5.0,3.4,11.673265522449455,7.370230641807081,4,3,4,11
9494,885.0,48.0,18.0,70906.0,9.0,37.0,254.0,84.0,11.0,68.0,5.0,25.0,1.0,0.0,10.0,53.0,6.0,2.4,11.169110335173754,4.430816798843313,2,3,2,7
9495,816.0,20.0,14.0,32779.0,1.0,454.0,10.0,-2.0,80.0,6.0,33.0,28.0,25.0,9.0,20.0,66.0,7.0,2.2,10.397543345426145,0.0,1,1,1,3
9496,1227.0,74.0,18.0,128061.0,54.0,69.0,2936.0,1326.0,0.0,55.0,1.0,40.0,2.0,2.0,3.0,14.0,5.0,3.4,11.760261991881912,7.189922170745808,4,2,4,10
9497,1079.0,35.0,16.0,67552.0,13.0,64.0,436.0,-123.0,73.0,72.0,2.0,24.0,1.0,1.0,29.0,62.0,9.0,3.0,11.120652950648047,0.0,3,2,3,8
9498,964.0,47.0,14.0,72384.0,11.0,52.0,343.0,62.0,22.0,74.0,2.0,19.0,3.0,2.0,28.0,57.0,6.0,2.6,11.189740559475792,4.127134385045092,2,3,2,7
9499,1013.0,36.0,14.0,38395.0,2.0,28.0,24.0,-9.0,92.0,30.0,17.0,31.0,18.0,4.0,21.0,65.0,8.0,2.8,10.555682521764643,0.0,1,3,1,5
9500,1037.0,22.0,16.0,32759.0,6.0,97.0,148.0,3.0,46.0,19.0,23.0,42.0,6.0,10.0,30.0,63.0,9.0,2.8,10.396933012470582,1.0986122886681098,2,1,2,5
9501,654.0,50.0,19.0,61832.0,13.0,1.0,430.0,123.0,22.0,95.0,0.0,5.0,0.0,0.0,4.0,57.0,8.0,1.8,11.032176308786706,4.812184355372417,3,4,3,10
9502,869.0,66.0,15.0,87786.0,14.0,14.0,485.0,187.0,5.0,26.0,15.0,35.0,8.0,16.0,12.0,10.0,1.0,2.4,11.382657313606217,5.231108616854587,3,4,3,10
9503,1052.0,39.0,18.0,70785.0,10.0,72.0,306.0,45.0,33.0,79.0,0.0,19.0,0.0,1.0,6.0,57.0,7.0,2.9,11.167402392828597,3.8066624897703196,2,2,2,6
9504,962.0,31.0,16.0,23051.0,3.0,13.0,51.0,-11.0,88.0,16.0,6.0,69.0,6.0,3.0,8.0,77.0,9.0,2.6,10.045464431431677,0.0,1,4,1,6
9505,609.0,71.0,15.0,111952.0,29.0,84.0,1401.0,406.0,1.0,19.0,11.0,39.0,16.0,15.0,9.0,16.0,1.0,1.7,11.625825486985677,6.0063531596017325,4,1,4,9
9506,773.0,35.0,19.0,60635.0,4.0,51.0,65.0,-8.0,67.0,46.0,4.0,46.0,3.0,2.0,48.0,50.0,5.0,2.1,11.012627563090891,0.0,1,3,2,6
9507,936.0,61.0,19.0,88471.0,21.0,76.0,893.0,240.0,14.0,57.0,8.0,31.0,1.0,4.0,4.0,28.0,5.0,2.6,11.390430093680195,5.480638923341991,3,2,3,8
9508,920.0,51.0,18.0,90509.0,10.0,39.0,302.0,26.0,42.0,86.0,1.0,12.0,1.0,0.0,27.0,58.0,6.0,2.5,11.413204572257253,3.258096538021482,2,3,2,7
9509,1050.0,21.0,14.0,34611.0,3.0,1.0,31.0,-5.0,73.0,15.0,9.0,40.0,19.0,17.0,85.0,48.0,6.0,2.9,10.451926829595399,0.0,1,4,1,6
9510,752.0,24.0,17.0,41362.0,4.0,11.0,91.0,11.0,21.0,25.0,9.0,32.0,13.0,21.0,19.0,53.0,7.0,2.1,10.630117863912622,2.3978952727983707,1,4,2,7
9511,1165.0,30.0,17.0,51535.0,15.0,77.0,547.0,46.0,38.0,56.0,4.0,30.0,0.0,10.0,1.0,62.0,9.0,3.2,10.850016467470892,3.828641396489095,3,2,3,8
9512,629.0,70.0,19.0,100577.0,30.0,43.0,1469.0,482.0,2.0,77.0,0.0,19.0,2.0,2.0,20.0,21.0,3.0,1.7,11.518678882277742,6.1779441140506,4,3,4,11
9513,1052.0,21.0,15.0,38012.0,4.0,37.0,72.0,-4.0,61.0,25.0,8.0,47.0,2.0,18.0,16.0,66.0,9.0,2.9,10.545657178331206,0.0,1,3,2,6
9514,995.0,46.0,19.0,61145.0,13.0,76.0,439.0,102.0,12.0,82.0,1.0,15.0,1.0,1.0,7.0,46.0,5.0,2.7,11.02100337162347,4.624972813284271,3,2,3,8
9515,632.0,23.0,17.0,31618.0,3.0,57.0,50.0,6.0,22.0,18.0,15.0,45.0,12.0,10.0,18.0,57.0,7.0,1.7,10.361481857656132,1.791759469228055,1,2,1,4
9516,648.0,57.0,15.0,78559.0,3.0,42.0,66.0,12.0,28.0,16.0,3.0,33.0,26.0,23.0,17.0,21.0,1.0,1.8,11.271605213823095,2.4849066497880004,1,3,2,6
9517,930.0,37.0,18.0,53058.0,3.0,82.0,45.0,-2.0,53.0,64.0,2.0,29.0,3.0,2.0,10.0,53.0,5.0,2.5,10.87914093380379,0.0,1,1,1,3
9518,640.0,31.0,20.0,58047.0,6.0,5.0,152.0,-18.0,65.0,80.0,1.0,17.0,2.0,0.0,6.0,67.0,8.0,1.8,10.969008306204039,0.0,2,4,2,8
9519,1126.0,31.0,15.0,53181.0,20.0,14.0,822.0,380.0,7.0,31.0,6.0,30.0,17.0,17.0,52.0,48.0,8.0,3.1,10.881456468681893,5.940171252720432,3,4,3,10
9520,996.0,71.0,17.0,91364.0,33.0,35.0,1671.0,625.0,1.0,27.0,6.0,62.0,4.0,1.0,2.0,14.0,2.0,2.7,11.422606806768524,6.437751649736401,4,3,4,11
9521,834.0,76.0,18.0,123416.0,42.0,96.0,2225.0,1182.0,1.0,49.0,5.0,35.0,2.0,9.0,7.0,17.0,2.0,2.3,11.723316041691776,7.074963197966044,4,1,4,9
9522,619.0,40.0,15.0,44607.0,2.0,58.0,29.0,-11.0,84.0,25.0,11.0,37.0,22.0,5.0,27.0,52.0,7.0,1.7,10.705646076365333,0.0,1,2,1,4
9523,553.0,62.0,19.0,97474.0,11.0,63.0,340.0,118.0,21.0,66.0,5.0,21.0,4.0,4.0,3.0,25.0,1.0,1.5,11.487340954757395,4.770684624465665,2,2,2,6
9524,1208.0,28.0,15.0,37622.0,9.0,94.0,254.0,88.0,18.0,29.0,31.0,15.0,4.0,20.0,36.0,26.0,5.0,3.3,10.535344264652966,4.477336814478207,2,1,2,5
9525,1097.0,29.0,18.0,21207.0,1.0,212.0,20.0,3.0,23.0,32.0,2.0,40.0,8.0,19.0,6.0,54.0,7.0,3.0,9.962086594839064,1.0986122886681098,1,1,1,3
9526,1154.0,18.0,12.0,30950.0,5.0,99.0,73.0,2.0,45.0,4.0,38.0,10.0,38.0,10.0,37.0,41.0,4.0,3.2,10.340128278112742,0.6931471805599453,2,1,2,5
9527,1171.0,77.0,16.0,104030.0,47.0,80.0,2526.0,1325.0,1.0,44.0,3.0,44.0,3.0,6.0,2.0,11.0,4.0,3.2,11.552434598064941,7.1891677384203225,4,1,4,9
9528,793.0,36.0,16.0,45045.0,5.0,67.0,81.0,6.0,44.0,59.0,7.0,27.0,4.0,3.0,5.0,40.0,5.0,2.2,10.71541726908554,1.791759469228055,2,2,2,6
9529,661.0,44.0,18.0,52386.0,3.0,94.0,51.0,-11.0,70.0,68.0,5.0,22.0,4.0,1.0,6.0,43.0,4.0,1.8,10.866394659038862,0.0,1,1,1,3
9530,738.0,34.0,15.0,46470.0,3.0,75.0,33.0,-8.0,83.0,28.0,10.0,48.0,4.0,10.0,7.0,60.0,6.0,2.0,10.746562222079024,0.0,1,2,1,4
9531,1223.0,64.0,15.0,103423.0,38.0,30.0,1984.0,689.0,3.0,62.0,0.0,20.0,9.0,9.0,8.0,27.0,5.0,3.4,11.546582653458325,6.535241271013659,4,3,4,11
9532,646.0,25.0,16.0,48060.0,3.0,64.0,41.0,0.0,50.0,24.0,15.0,37.0,18.0,6.0,14.0,63.0,5.0,1.8,10.78020550929046,0.0,1,2,1,4
9533,718.0,36.0,17.0,46578.0,6.0,64.0,154.0,40.0,15.0,34.0,9.0,40.0,11.0,6.0,7.0,33.0,4.0,2.0,10.748883605633734,3.6888794541139363,2,2,2,6
9534,1134.0,32.0,19.0,48816.0,5.0,56.0,118.0,0.0,50.0,25.0,4.0,61.0,9.0,1.0,11.0,69.0,8.0,3.1,10.795813406956452,0.0,2,2,2,6
9535,622.0,57.0,17.0,84001.0,16.0,79.0,602.0,242.0,9.0,57.0,6.0,32.0,5.0,0.0,8.0,34.0,4.0,1.7,11.338583982516495,5.488937726156687,3,1,3,7
9536,1112.0,48.0,15.0,74961.0,25.0,77.0,1141.0,87.0,39.0,78.0,1.0,16.0,3.0,2.0,3.0,61.0,9.0,3.0,11.22472325727156,4.465908118654584,4,2,4,10
9537,696.0,76.0,16.0,111619.0,21.0,2.0,886.0,375.0,1.0,36.0,1.0,46.0,13.0,4.0,1.0,9.0,0.0,1.9,11.622846565334365,5.926926025970411,3,4,3,10
9538,810.0,51.0,19.0,81333.0,27.0,15.0,1273.0,382.0,4.0,87.0,0.0,12.0,1.0,0.0,2.0,50.0,7.0,2.2,11.306307117238175,5.945420608606575,4,4,4,12
9539,854.0,77.0,14.0,110451.0,34.0,7.0,1724.0,940.0,1.0,12.0,9.0,32.0,29.0,18.0,24.0,13.0,1.0,2.3,11.612327262677807,6.84587987526405,4,4,4,12
9540,1209.0,28.0,16.0,34059.0,5.0,35.0,122.0,-8.0,60.0,27.0,1.0,53.0,10.0,10.0,70.0,42.0,6.0,3.3,10.435849593832643,0.0,2,3,2,7
9541,1155.0,70.0,20.0,127211.0,38.0,99.0,1979.0,956.0,10.0,77.0,3.0,15.0,1.0,4.0,6.0,51.0,7.0,3.2,11.753602404136574,6.862757913051401,4,1,4,9
9542,889.0,53.0,14.0,79468.0,19.0,14.0,777.0,162.0,21.0,89.0,1.0,9.0,0.0,1.0,3.0,61.0,8.0,2.4,11.283109703887954,5.087596335232384,3,4,3,10
